Codigo Familia;Familia;legado
700401;CARTELA DE AMOSTRA MEDIA - 2711                                  ;700401-CARTELA DE AMOSTRA MEDIA - 2711                                  
700402;CARTELA DE AMOSTRA MEDIA - 2712                                  ;700402-CARTELA DE AMOSTRA MEDIA - 2712                                  
700403;CARTELA DE AMOSTRA MEDIA - 2715                                  ;700403-CARTELA DE AMOSTRA MEDIA - 2715                                  
700404;CARTELA DE AMOSTRA MEDIA - 2716                                  ;700404-CARTELA DE AMOSTRA MEDIA - 2716                                  
700405;CARTELA DE AMOSTRA MEDIA - 2761                                  ;700405-CARTELA DE AMOSTRA MEDIA - 2761                                  
700406;CARTELA DE AMOSTRA MEDIA - 2819                                  ;700406-CARTELA DE AMOSTRA MEDIA - 2819                                  
700407;CARTELA DE AMOSTRA MEDIA - 2839                                  ;700407-CARTELA DE AMOSTRA MEDIA - 2839                                  
700408;CARTELA DE AMOSTRA MEDIA - 2848                                  ;700408-CARTELA DE AMOSTRA MEDIA - 2848                                  
700409;CARTELA DE AMOSTRA MEDIA - 2849                                  ;700409-CARTELA DE AMOSTRA MEDIA - 2849                                  
700410;CARTELA DE AMOSTRA MEDIA - 2850                                  ;700410-CARTELA DE AMOSTRA MEDIA - 2850                                  
700411;CARTELA DE AMOSTRA MEDIA - 2851                                  ;700411-CARTELA DE AMOSTRA MEDIA - 2851                                  
700412;CARTELA DE AMOSTRA MEDIA - 2852                                  ;700412-CARTELA DE AMOSTRA MEDIA - 2852                                  
700413;CARTELA DE AMOSTRA MEDIA - 2853                                  ;700413-CARTELA DE AMOSTRA MEDIA - 2853                                  
700414;CARTELA DE AMOSTRA MEDIA - 2854                                  ;700414-CARTELA DE AMOSTRA MEDIA - 2854                                  
700415;CARTELA DE AMOSTRA MEDIA - 2855                                  ;700415-CARTELA DE AMOSTRA MEDIA - 2855                                  
700416;CARTELA DE AMOSTRA MEDIA - 2856                                  ;700416-CARTELA DE AMOSTRA MEDIA - 2856                                  
700417;CARTELA DE AMOSTRA MEDIA - 2858                                  ;700417-CARTELA DE AMOSTRA MEDIA - 2858                                  
700418;CARTELA DE AMOSTRA MEDIA - 2862                                  ;700418-CARTELA DE AMOSTRA MEDIA - 2862                                  
700419;CARTELA DE AMOSTRA MEDIA - 2864                                  ;700419-CARTELA DE AMOSTRA MEDIA - 2864                                  
700420;CARTELA DE AMOSTRA MEDIA - 2865                                  ;700420-CARTELA DE AMOSTRA MEDIA - 2865                                  
700421;CARTELA DE AMOSTRA MEDIA - 2866                                  ;700421-CARTELA DE AMOSTRA MEDIA - 2866                                  
700422;CARTELA DE AMOSTRA MEDIA - 2867                                  ;700422-CARTELA DE AMOSTRA MEDIA - 2867                                  
700423;CARTELA DE AMOSTRA MEDIA - 2868                                  ;700423-CARTELA DE AMOSTRA MEDIA - 2868                                  
700424;CARTELA DE AMOSTRA MEDIA - 2869                                  ;700424-CARTELA DE AMOSTRA MEDIA - 2869                                  
700425;CARTELA DE AMOSTRA MEDIA - 2870                                  ;700425-CARTELA DE AMOSTRA MEDIA - 2870                                  
700426;CARTELA DE AMOSTRA MEDIA - 2874                                  ;700426-CARTELA DE AMOSTRA MEDIA - 2874                                  
700427;CARTELA DE AMOSTRA MEDIA - 2876                                  ;700427-CARTELA DE AMOSTRA MEDIA - 2876                                  
700428;CARTELA DE AMOSTRA MEDIA - 2877                                  ;700428-CARTELA DE AMOSTRA MEDIA - 2877                                  
700429;CARTELA DE AMOSTRA MEDIA - 2878                                  ;700429-CARTELA DE AMOSTRA MEDIA - 2878                                  
700430;CARTELA DE AMOSTRA MEDIA - 2911                                  ;700430-CARTELA DE AMOSTRA MEDIA - 2911                                  
700431;CARTELA DE AMOSTRA MEDIA - 2924                                  ;700431-CARTELA DE AMOSTRA MEDIA - 2924                                  
700432;CARTELA DE AMOSTRA MEDIA - 2925                                  ;700432-CARTELA DE AMOSTRA MEDIA - 2925                                  
700433;CARTELA DE AMOSTRA MEDIA - 2926                                  ;700433-CARTELA DE AMOSTRA MEDIA - 2926                                  
700434;CARTELA DE AMOSTRA MEDIA - 2929                                  ;700434-CARTELA DE AMOSTRA MEDIA - 2929                                  
700435;CARTELA DE AMOSTRA MEDIA - 2931                                  ;700435-CARTELA DE AMOSTRA MEDIA - 2931                                  
700436;CARTELA DE AMOSTRA MEDIA - 2932                                  ;700436-CARTELA DE AMOSTRA MEDIA - 2932                                  
700437;CARTELA DE AMOSTRA MEDIA - 2933                                  ;700437-CARTELA DE AMOSTRA MEDIA - 2933                                  
700438;CARTELA DE AMOSTRA MEDIA - 2934                                  ;700438-CARTELA DE AMOSTRA MEDIA - 2934                                  
700439;CARTELA DE AMOSTRA MEDIA - 2935                                  ;700439-CARTELA DE AMOSTRA MEDIA - 2935                                  
700440;CARTELA DE AMOSTRA MEDIA - 2936                                  ;700440-CARTELA DE AMOSTRA MEDIA - 2936                                  
700441;CARTELA DE AMOSTRA MEDIA - 2937                                  ;700441-CARTELA DE AMOSTRA MEDIA - 2937                                  
700442;CARTELA DE AMOSTRA MEDIA - 2938                                  ;700442-CARTELA DE AMOSTRA MEDIA - 2938                                  
700443;CARTELA DE AMOSTRA MEDIA - 2939                                  ;700443-CARTELA DE AMOSTRA MEDIA - 2939                                  
700444;CARTELA DE AMOSTRA MEDIA - 2940                                  ;700444-CARTELA DE AMOSTRA MEDIA - 2940                                  
700445;CARTELA DE AMOSTRA MEDIA - 2941                                  ;700445-CARTELA DE AMOSTRA MEDIA - 2941                                  
700446;CARTELA DE AMOSTRA MEDIA - 2942                                  ;700446-CARTELA DE AMOSTRA MEDIA - 2942                                  
700447;CARTELA DE AMOSTRA MEDIA - 2943                                  ;700447-CARTELA DE AMOSTRA MEDIA - 2943                                  
700448;CARTELA DE AMOSTRA MEDIA - 2944                                  ;700448-CARTELA DE AMOSTRA MEDIA - 2944                                  
700449;CARTELA DE AMOSTRA MEDIA - 2945                                  ;700449-CARTELA DE AMOSTRA MEDIA - 2945                                  
700450;CARTELA DE AMOSTRA MEDIA - 2946                                  ;700450-CARTELA DE AMOSTRA MEDIA - 2946                                  
700451;CARTELA DE AMOSTRA MEDIA - 2947                                  ;700451-CARTELA DE AMOSTRA MEDIA - 2947                                  
700452;CARTELA DE AMOSTRA MEDIA - 2948                                  ;700452-CARTELA DE AMOSTRA MEDIA - 2948                                  
700453;CARTELA DE AMOSTRA MEDIA - 2955                                  ;700453-CARTELA DE AMOSTRA MEDIA - 2955                                  
700454;CARTELA DE AMOSTRA MEDIA - 2957                                  ;700454-CARTELA DE AMOSTRA MEDIA - 2957                                  
700455;CARTELA DE AMOSTRA MEDIA - 2958                                  ;700455-CARTELA DE AMOSTRA MEDIA - 2958                                  
700456;CARTELA DE AMOSTRA MEDIA - 2969                                  ;700456-CARTELA DE AMOSTRA MEDIA - 2969                                  
700457;CARTELA DE AMOSTRA MEDIA - 2971                                  ;700457-CARTELA DE AMOSTRA MEDIA - 2971                                  
700458;CARTELA DE AMOSTRA MEDIA - 2972                                  ;700458-CARTELA DE AMOSTRA MEDIA - 2972                                  
700459;CARTELA DE AMOSTRA MEDIA - 2973                                  ;700459-CARTELA DE AMOSTRA MEDIA - 2973                                  
700460;CARTELA DE AMOSTRA MEDIA - 2974                                  ;700460-CARTELA DE AMOSTRA MEDIA - 2974                                  
700461;CARTELA DE AMOSTRA MEDIA - 2975                                  ;700461-CARTELA DE AMOSTRA MEDIA - 2975                                  
700462;CARTELA DE AMOSTRA MEDIA - 2976                                  ;700462-CARTELA DE AMOSTRA MEDIA - 2976                                  
700463;CARTELA DE AMOSTRA MEDIA - 2977                                  ;700463-CARTELA DE AMOSTRA MEDIA - 2977                                  
700464;CARTELA DE AMOSTRA MEDIA - 2978                                  ;700464-CARTELA DE AMOSTRA MEDIA - 2978                                  
700465;CARTELA DE AMOSTRA MEDIA - 2979                                  ;700465-CARTELA DE AMOSTRA MEDIA - 2979                                  
700466;CARTELA DE AMOSTRA MEDIA - 2986                                  ;700466-CARTELA DE AMOSTRA MEDIA - 2986                                  
700467;CARTELA DE AMOSTRA MEDIA - 3062                                  ;700467-CARTELA DE AMOSTRA MEDIA - 3062                                  
700468;CARTELA DE AMOSTRA MEDIA - 4665                                  ;700468-CARTELA DE AMOSTRA MEDIA - 4665                                  
700469;CARTELA DE AMOSTRA MEDIA - 4699                                  ;700469-CARTELA DE AMOSTRA MEDIA - 4699                                  
700470;CARTELA DE AMOSTRA GRANDE - 1098                                 ;700470-CARTELA DE AMOSTRA GRANDE - 1098                                 
700471;CARTELA DE AMOSTRA GRANDE - 1157                                 ;700471-CARTELA DE AMOSTRA GRANDE - 1157                                 
700472;CARTELA DE AMOSTRA GRANDE - 1158                                 ;700472-CARTELA DE AMOSTRA GRANDE - 1158                                 
700473;CARTELA DE AMOSTRA GRANDE - 1546                                 ;700473-CARTELA DE AMOSTRA GRANDE - 1546                                 
700474;CARTELA DE AMOSTRA GRANDE - 1547                                 ;700474-CARTELA DE AMOSTRA GRANDE - 1547                                 
700475;CARTELA DE AMOSTRA GRANDE - 1611                                 ;700475-CARTELA DE AMOSTRA GRANDE - 1611                                 
700476;CARTELA DE AMOSTRA GRANDE - 1648                                 ;700476-CARTELA DE AMOSTRA GRANDE - 1648                                 
700477;CARTELA DE AMOSTRA GRANDE - 1662                                 ;700477-CARTELA DE AMOSTRA GRANDE - 1662                                 
700478;CARTELA DE AMOSTRA GRANDE - 1778                                 ;700478-CARTELA DE AMOSTRA GRANDE - 1778                                 
700479;CARTELA DE AMOSTRA GRANDE - 2545                                 ;700479-CARTELA DE AMOSTRA GRANDE - 2545                                 
700480;CARTELA DE AMOSTRA GRANDE - 2546                                 ;700480-CARTELA DE AMOSTRA GRANDE - 2546                                 
700481;CARTELA DE AMOSTRA GRANDE - 2619                                 ;700481-CARTELA DE AMOSTRA GRANDE - 2619                                 
700482;CARTELA DE AMOSTRA GRANDE - 2635                                 ;700482-CARTELA DE AMOSTRA GRANDE - 2635                                 
700483;CARTELA DE AMOSTRA GRANDE - 2642                                 ;700483-CARTELA DE AMOSTRA GRANDE - 2642                                 
700484;CARTELA DE AMOSTRA GRANDE - 2643                                 ;700484-CARTELA DE AMOSTRA GRANDE - 2643                                 
700485;CARTELA DE AMOSTRA GRANDE - 2657                                 ;700485-CARTELA DE AMOSTRA GRANDE - 2657                                 
700486;CARTELA DE AMOSTRA GRANDE - 2661                                 ;700486-CARTELA DE AMOSTRA GRANDE - 2661                                 
700487;CARTELA DE AMOSTRA GRANDE - 2664                                 ;700487-CARTELA DE AMOSTRA GRANDE - 2664                                 
700488;CARTELA DE AMOSTRA GRANDE - 2665                                 ;700488-CARTELA DE AMOSTRA GRANDE - 2665                                 
700489;CARTELA DE AMOSTRA GRANDE - 2684                                 ;700489-CARTELA DE AMOSTRA GRANDE - 2684                                 
700490;CARTELA DE AMOSTRA GRANDE - 2687                                 ;700490-CARTELA DE AMOSTRA GRANDE - 2687                                 
700491;CARTELA DE AMOSTRA GRANDE - 2697                                 ;700491-CARTELA DE AMOSTRA GRANDE - 2697                                 
700492;CARTELA DE AMOSTRA GRANDE - 2699                                 ;700492-CARTELA DE AMOSTRA GRANDE - 2699                                 
700493;CARTELA DE AMOSTRA GRANDE - 2701                                 ;700493-CARTELA DE AMOSTRA GRANDE - 2701                                 
700494;CARTELA DE AMOSTRA GRANDE - 2703                                 ;700494-CARTELA DE AMOSTRA GRANDE - 2703                                 
700495;CARTELA DE AMOSTRA GRANDE - 2708                                 ;700495-CARTELA DE AMOSTRA GRANDE - 2708                                 
700496;CARTELA DE AMOSTRA GRANDE - 2710                                 ;700496-CARTELA DE AMOSTRA GRANDE - 2710                                 
700497;CARTELA DE AMOSTRA GRANDE - 2711                                 ;700497-CARTELA DE AMOSTRA GRANDE - 2711                                 
700498;CARTELA DE AMOSTRA GRANDE - 2712                                 ;700498-CARTELA DE AMOSTRA GRANDE - 2712                                 
700499;CARTELA DE AMOSTRA GRANDE - 2715                                 ;700499-CARTELA DE AMOSTRA GRANDE - 2715                                 
700500;CARTELA DE AMOSTRA GRANDE - 2716                                 ;700500-CARTELA DE AMOSTRA GRANDE - 2716                                 
700501;CARTELA DE AMOSTRA GRANDE - 2761                                 ;700501-CARTELA DE AMOSTRA GRANDE - 2761                                 
700502;CARTELA DE AMOSTRA GRANDE - 2819                                 ;700502-CARTELA DE AMOSTRA GRANDE - 2819                                 
700503;CARTELA DE AMOSTRA GRANDE - 2839                                 ;700503-CARTELA DE AMOSTRA GRANDE - 2839                                 
700504;CARTELA DE AMOSTRA GRANDE - 2848                                 ;700504-CARTELA DE AMOSTRA GRANDE - 2848                                 
700505;CARTELA DE AMOSTRA GRANDE - 2849                                 ;700505-CARTELA DE AMOSTRA GRANDE - 2849                                 
700506;CARTELA DE AMOSTRA GRANDE - 2850                                 ;700506-CARTELA DE AMOSTRA GRANDE - 2850                                 
700507;CARTELA DE AMOSTRA GRANDE - 2851                                 ;700507-CARTELA DE AMOSTRA GRANDE - 2851                                 
700508;CARTELA DE AMOSTRA GRANDE - 2852                                 ;700508-CARTELA DE AMOSTRA GRANDE - 2852                                 
700509;CARTELA DE AMOSTRA GRANDE - 2853                                 ;700509-CARTELA DE AMOSTRA GRANDE - 2853                                 
700510;CARTELA DE AMOSTRA GRANDE - 2854                                 ;700510-CARTELA DE AMOSTRA GRANDE - 2854                                 
700511;CARTELA DE AMOSTRA GRANDE - 2855                                 ;700511-CARTELA DE AMOSTRA GRANDE - 2855                                 
700512;CARTELA DE AMOSTRA GRANDE - 2856                                 ;700512-CARTELA DE AMOSTRA GRANDE - 2856                                 
700513;CARTELA DE AMOSTRA GRANDE - 2858                                 ;700513-CARTELA DE AMOSTRA GRANDE - 2858                                 
700514;CARTELA DE AMOSTRA GRANDE - 2862                                 ;700514-CARTELA DE AMOSTRA GRANDE - 2862                                 
700515;CARTELA DE AMOSTRA GRANDE - 2864                                 ;700515-CARTELA DE AMOSTRA GRANDE - 2864                                 
700516;CARTELA DE AMOSTRA GRANDE - 2865                                 ;700516-CARTELA DE AMOSTRA GRANDE - 2865                                 
700517;CARTELA DE AMOSTRA GRANDE - 2866                                 ;700517-CARTELA DE AMOSTRA GRANDE - 2866                                 
700518;CARTELA DE AMOSTRA GRANDE - 2867                                 ;700518-CARTELA DE AMOSTRA GRANDE - 2867                                 
700519;CARTELA DE AMOSTRA GRANDE - 2868                                 ;700519-CARTELA DE AMOSTRA GRANDE - 2868                                 
700520;CARTELA DE AMOSTRA GRANDE - 2869                                 ;700520-CARTELA DE AMOSTRA GRANDE - 2869                                 
700521;CARTELA DE AMOSTRA GRANDE - 2870                                 ;700521-CARTELA DE AMOSTRA GRANDE - 2870                                 
700522;CARTELA DE AMOSTRA GRANDE - 2874                                 ;700522-CARTELA DE AMOSTRA GRANDE - 2874                                 
700523;CARTELA DE AMOSTRA GRANDE - 2876                                 ;700523-CARTELA DE AMOSTRA GRANDE - 2876                                 
700524;CARTELA DE AMOSTRA GRANDE - 2877                                 ;700524-CARTELA DE AMOSTRA GRANDE - 2877                                 
700525;CARTELA DE AMOSTRA GRANDE - 2878                                 ;700525-CARTELA DE AMOSTRA GRANDE - 2878                                 
700526;CARTELA DE AMOSTRA GRANDE - 2911                                 ;700526-CARTELA DE AMOSTRA GRANDE - 2911                                 
700527;CARTELA DE AMOSTRA GRANDE - 2924                                 ;700527-CARTELA DE AMOSTRA GRANDE - 2924                                 
700528;CARTELA DE AMOSTRA GRANDE - 2925                                 ;700528-CARTELA DE AMOSTRA GRANDE - 2925                                 
700529;CARTELA DE AMOSTRA GRANDE - 2926                                 ;700529-CARTELA DE AMOSTRA GRANDE - 2926                                 
700530;CARTELA DE AMOSTRA GRANDE - 2929                                 ;700530-CARTELA DE AMOSTRA GRANDE - 2929                                 
700531;CARTELA DE AMOSTRA GRANDE - 2931                                 ;700531-CARTELA DE AMOSTRA GRANDE - 2931                                 
700532;CARTELA DE AMOSTRA GRANDE - 2932                                 ;700532-CARTELA DE AMOSTRA GRANDE - 2932                                 
700533;CARTELA DE AMOSTRA GRANDE - 2933                                 ;700533-CARTELA DE AMOSTRA GRANDE - 2933                                 
700534;CARTELA DE AMOSTRA GRANDE - 2934                                 ;700534-CARTELA DE AMOSTRA GRANDE - 2934                                 
700535;CARTELA DE AMOSTRA GRANDE - 2935                                 ;700535-CARTELA DE AMOSTRA GRANDE - 2935                                 
700536;CARTELA DE AMOSTRA GRANDE - 2936                                 ;700536-CARTELA DE AMOSTRA GRANDE - 2936                                 
700537;CARTELA DE AMOSTRA GRANDE - 2937                                 ;700537-CARTELA DE AMOSTRA GRANDE - 2937                                 
700538;CARTELA DE AMOSTRA GRANDE - 2938                                 ;700538-CARTELA DE AMOSTRA GRANDE - 2938                                 
700539;CARTELA DE AMOSTRA GRANDE - 2939                                 ;700539-CARTELA DE AMOSTRA GRANDE - 2939                                 
700540;CARTELA DE AMOSTRA GRANDE - 2940                                 ;700540-CARTELA DE AMOSTRA GRANDE - 2940                                 
700541;CARTELA DE AMOSTRA GRANDE - 2941                                 ;700541-CARTELA DE AMOSTRA GRANDE - 2941                                 
700542;CARTELA DE AMOSTRA GRANDE - 2942                                 ;700542-CARTELA DE AMOSTRA GRANDE - 2942                                 
700543;CARTELA DE AMOSTRA GRANDE - 2943                                 ;700543-CARTELA DE AMOSTRA GRANDE - 2943                                 
700544;CARTELA DE AMOSTRA GRANDE - 2944                                 ;700544-CARTELA DE AMOSTRA GRANDE - 2944                                 
700545;CARTELA DE AMOSTRA GRANDE - 2945                                 ;700545-CARTELA DE AMOSTRA GRANDE - 2945                                 
700546;CARTELA DE AMOSTRA GRANDE - 2946                                 ;700546-CARTELA DE AMOSTRA GRANDE - 2946                                 
700547;CARTELA DE AMOSTRA GRANDE - 2947                                 ;700547-CARTELA DE AMOSTRA GRANDE - 2947                                 
700548;CARTELA DE AMOSTRA GRANDE - 2948                                 ;700548-CARTELA DE AMOSTRA GRANDE - 2948                                 
700549;CARTELA DE AMOSTRA GRANDE - 2955                                 ;700549-CARTELA DE AMOSTRA GRANDE - 2955                                 
700550;CARTELA DE AMOSTRA GRANDE - 2957                                 ;700550-CARTELA DE AMOSTRA GRANDE - 2957                                 
700551;CARTELA DE AMOSTRA GRANDE - 2958                                 ;700551-CARTELA DE AMOSTRA GRANDE - 2958                                 
700552;CARTELA DE AMOSTRA GRANDE - 2969                                 ;700552-CARTELA DE AMOSTRA GRANDE - 2969                                 
