Codigo Familia;Familia;legado
700076;JOGO DE CAMA COLOR ART - ALT 30 CM;700076-JOGO DE CAMA COLOR ART - ALT 30 CM
700077;COLCHA MILAO COLOR ART LISA;700077-COLCHA MILAO COLOR ART LISA
700079;TAPETE DALLAS;700079-TAPETE DALLAS
700080;CAPACHO FIBRA COCO;700080-CAPACHO FIBRA COCO
700081;TAPETE DAVIS;700081-TAPETE DAVIS
700082;TAPETE VICTORIA OVAL;700082-TAPETE VICTORIA OVAL
700083;COBERTOR RASCHEL;700083-COBERTOR RASCHEL
700084;TAPETE MEXICO;700084-TAPETE MEXICO
700085;TAPETE BOX;700085-TAPETE BOX
700086;MANTA LOVE BABY - CINTA;700086-MANTA LOVE BABY - CINTA
700087;MANTA GLORIOUS BABY ;700087-MANTA GLORIOUS BABY 
700088;KIT COZINHA BISTRO 2 PE�AS;700088-KIT COZINHA BISTRO 2 PE�AS
700089;TAPETE BEM VINDO;700089-TAPETE BEM VINDO
700090;TAPETE MOSCOU 40 CM X 60 CM                       ;700090-TAPETE MOSCOU 40 CM X 60 CM                       
700091;TAPETE MOSCOU 1.00 M X 1.40 M                     ;700091-TAPETE MOSCOU 1.00 M X 1.40 M                     
700092;TAPETE MOSCOU 1.40 M X 2.00 M                     ;700092-TAPETE MOSCOU 1.40 M X 2.00 M                     
700093;TAPETE MOSCOU 2.00 M X 2.40 M                     ;700093-TAPETE MOSCOU 2.00 M X 2.40 M                     
700094;TAPETE MOSCOU 60 CM X 2.00 M;700094-TAPETE MOSCOU 60 CM X 2.00 M
700095;COBERTOR RACHEL BEBE;700095-COBERTOR RACHEL BEBE
700096;TRAVESSEIRO - SOFT PILLOW - IHG;700096-TRAVESSEIRO - SOFT PILLOW - IHG
700097;FRONHA - PILLOW CASE - IHG          ;700097-FRONHA - PILLOW CASE - IHG          
700098;LENCOL - FLAT SHEET - IHG  ;700098-LENCOL - FLAT SHEET - IHG  
700099;TRAVESSEIRO - FIRM PILLOW - IHG;700099-TRAVESSEIRO - FIRM PILLOW - IHG
700100;FRONHA COLOR ART 50 cm X 70 cm;700100-FRONHA COLOR ART 50 cm X 70 cm
700101;LENCOL COLOR ART - ALT 20CM;700101-LENCOL COLOR ART - ALT 20CM
700102;LENCOL COLOR ART - ALT 30CM;700102-LENCOL COLOR ART - ALT 30CM
700103;CARPETE PROGRESSA AB               ;700103-CARPETE PROGRESSA AB               
700104;EDREDOM DENVER - CINTA;700104-EDREDOM DENVER - CINTA
700105;MANTA BEB� COM NANINHA;700105-MANTA BEB� COM NANINHA
700106;TAPETE TEXAS;700106-TAPETE TEXAS
700107;TAPETE GALES;700107-TAPETE GALES
700108;PORTA TRAVESSEIRO MILAO COLOR ART   ;700108-PORTA TRAVESSEIRO MILAO COLOR ART   
700109;COLCHA PARIS COLOR ART;700109-COLCHA PARIS COLOR ART
700110;TAPETE MISSY OVAL;700110-TAPETE MISSY OVAL
700111;JOGO DE CAMA COLOR ART - H;700111-JOGO DE CAMA COLOR ART - H
700112;MERCURY 1.42M (3001);700112-MERCURY 1.42M (3001)
700113;BENNET 1.42M (2667);700113-BENNET 1.42M (2667)
700114;COLCHA BOUTIS ATTUALE;700114-COLCHA BOUTIS ATTUALE
700115;MANTA HOME DESIGN LISA HAVAN;700115-MANTA HOME DESIGN LISA HAVAN
700116;MANTA HOME DESIGN LISA HAVAN;700116-MANTA HOME DESIGN LISA HAVAN
700117;MANTA HOME DESIGN LISA HAVAN;700117-MANTA HOME DESIGN LISA HAVAN
700118;COLCHA AVILA LISA COLOR ART;700118-COLCHA AVILA LISA COLOR ART
700119;TAPETE BELLUNO;700119-TAPETE BELLUNO
700120;TAPETE M�DENA;700120-TAPETE M�DENA
700121;TAPETE TURIN;700121-TAPETE TURIN
700122;MANTA CELTA LISA;700122-MANTA CELTA LISA
700123;MANTA HOME DESIGN LISA;700123-MANTA HOME DESIGN LISA
700124;MANTA CORAL HOME DESIGN ESTAMPADA;700124-MANTA CORAL HOME DESIGN ESTAMPADA
700125;MANTA HOME DESIGN LISA;700125-MANTA HOME DESIGN LISA
700126;JOGO DE CAMA COLOR ART - ALT 20 CM SOLTEIRO    ;700126-JOGO DE CAMA COLOR ART - ALT 20 CM SOLTEIRO    
700127;STEIN - 3002 1.42M;700127-STEIN - 3002 1.42M
700128;COLCHA MILAO COLOR ART LISA;700128-COLCHA MILAO COLOR ART LISA
700129;MANTA CORAL HOME DESIGN ESTAMPADA;700129-MANTA CORAL HOME DESIGN ESTAMPADA
700130;TAPETE BELGA;700130-TAPETE BELGA
700131;ROUPAO HOME DESIGN;700131-ROUPAO HOME DESIGN
700132;TAPETE MOSCOU 40CM x 60CM;700132-TAPETE MOSCOU 40CM x 60CM
700133;TAPETE MOSCOU 1.00M x 1.40M;700133-TAPETE MOSCOU 1.00M x 1.40M
700134;TAPETE MOSCOU 1.40M x 2.00M;700134-TAPETE MOSCOU 1.40M x 2.00M
700135;TAPETE MOSCOU 2.00M x 2.40M;700135-TAPETE MOSCOU 2.00M x 2.40M
700136;TAPETE MOSCOU 0.60M x 2.00M;700136-TAPETE MOSCOU 0.60M x 2.00M
700137;ROUPAO HOME DESIGN DIVERSOS                                      ;700137-ROUPAO HOME DESIGN DIVERSOS                                      
700138;COLCHA MILAO COLOR ART LISA;700138-COLCHA MILAO COLOR ART LISA
700139;COLCHA MILAO COLOR ART LISA;700139-COLCHA MILAO COLOR ART LISA
700140;COLCHA MILAO COLOR ART LISA;700140-COLCHA MILAO COLOR ART LISA
700141;COLCHA MILAO COLOR ART LISA;700141-COLCHA MILAO COLOR ART LISA
700142;COLCHA PARIS COLOR ART;700142-COLCHA PARIS COLOR ART
700143;COLCHA PARIS COLOR ART;700143-COLCHA PARIS COLOR ART
700144;COLCHA PARIS COLOR ART 2,20 m X 2,40 m CS                        ;700144-COLCHA PARIS COLOR ART 2,20 m X 2,40 m CS                        
700145;COLCHA PARIS COLOR ART 2,20 m X 2,40 m CS                        ;700145-COLCHA PARIS COLOR ART 2,20 m X 2,40 m CS                        
700146;COLCHA PARIS COLOR ART 2,40 m X 2,60 m Q                         ;700146-COLCHA PARIS COLOR ART 2,40 m X 2,60 m Q                         
700147;COLCHA PARIS COLOR ART;700147-COLCHA PARIS COLOR ART
700148;COLCHA PARIS COLOR ART;700148-COLCHA PARIS COLOR ART
700149;ROUPAO ATTUALE;700149-ROUPAO ATTUALE
700150;COLCHA PARIS COLOR ART 2,40 m X 2,60 m Q                         ;700150-COLCHA PARIS COLOR ART 2,40 m X 2,60 m Q                         
700151;TAPETE GALES 1,40 m X 2.00 m   ;700151-TAPETE GALES 1,40 m X 2.00 m   
700152;TAPETE GALES 2,00 m X 2,40 m         ;700152-TAPETE GALES 2,00 m X 2,40 m         
700153;TAPETE GALES 1,00 m X 1,40 m                      ;700153-TAPETE GALES 1,00 m X 1,40 m                      
700154;TAPETE GALES 1,40 m X 2.00 m           ;700154-TAPETE GALES 1,40 m X 2.00 m           
700155;TAPETE GALES 2,00 m X 2,40 m ;700155-TAPETE GALES 2,00 m X 2,40 m 
700159;COLCHA PARIS COLOR ART HAVAN;700159-COLCHA PARIS COLOR ART HAVAN
700160;TAPETE ATENAS 1.00M X 1.40M;700160-TAPETE ATENAS 1.00M X 1.40M
700161;TAPETE ATENAS 1.40M X 2.00M;700161-TAPETE ATENAS 1.40M X 2.00M
700162;TAPETE ATENAS 2.00M X 2.40M;700162-TAPETE ATENAS 2.00M X 2.40M
700163;TAPETE MONACO 1.00M X 1.40M;700163-TAPETE MONACO 1.00M X 1.40M
700164;TAPETE MONACO 1.40M X 2.00M;700164-TAPETE MONACO 1.40M X 2.00M
700165;TAPETE MONACO 2.00M X 2.40M;700165-TAPETE MONACO 2.00M X 2.40M
700166;COBERTOR FINLANDIA FARDO ESTAMPADO;700166-COBERTOR FINLANDIA FARDO ESTAMPADO
700167;COBERTOR AUSTRIA LISO;700167-COBERTOR AUSTRIA LISO
700168;COBERTOR FINLANDIA ESTAMPADO-CINTA;700168-COBERTOR FINLANDIA ESTAMPADO-CINTA
700169;COBERTOR AUSTRIA LISO-CINTA;700169-COBERTOR AUSTRIA LISO-CINTA
700170;COBERTOR RASCHEL-CINTA;700170-COBERTOR RASCHEL-CINTA
700171;TAPETE MOSCOU 1.00 M X 1.40 M     ;700171-TAPETE MOSCOU 1.00 M X 1.40 M     
700172;TAPETE MOSCOU 1.40M x 2.00M;700172-TAPETE MOSCOU 1.40M x 2.00M
700173;TAPETE MOSCOU 2.00M x 2.40M;700173-TAPETE MOSCOU 2.00M x 2.40M
700174;TAPETE MOSCOU 40CM x 60CM;700174-TAPETE MOSCOU 40CM x 60CM
700175;TAPETE MOSCOU 0.60M x 2.00M;700175-TAPETE MOSCOU 0.60M x 2.00M
700176;TAPETE MOSCOU 40CM x 60CM;700176-TAPETE MOSCOU 40CM x 60CM
700177;TAPETE MOSCOU 1.00 M X 1.40 M     ;700177-TAPETE MOSCOU 1.00 M X 1.40 M     
700178;TAPETE MOSCOU 1.40 M X 2.00 M                       ;700178-TAPETE MOSCOU 1.40 M X 2.00 M                       
700179;TAPETE MOSCOU 2.00 M X 2.40 M  ;700179-TAPETE MOSCOU 2.00 M X 2.40 M  
700180;TAPETE MOSCOU 0.60M x 2.00M;700180-TAPETE MOSCOU 0.60M x 2.00M
700181;TOALHA BANHO BARRA JACQUARD BRENT;700181-TOALHA BANHO BARRA JACQUARD BRENT
700182;TOALHA ROSTO BARRA JACQUARD BRENT;700182-TOALHA ROSTO BARRA JACQUARD BRENT
700183;TOALHA BANHO JACQUARD MEDALH�O;700183-TOALHA BANHO JACQUARD MEDALH�O
700184;TOALHA ROSTO JACQUARD MEDALH�O;700184-TOALHA ROSTO JACQUARD MEDALH�O
700185;TOALHA BANHO JACQUARD ATHINA;700185-TOALHA BANHO JACQUARD ATHINA
700186;TOALHA ROSTO JACQUARD  ATHINA;700186-TOALHA ROSTO JACQUARD  ATHINA
700187;TOALHA BANHO BARRA JACQUARD SOLINE;700187-TOALHA BANHO BARRA JACQUARD SOLINE
700188;TOALHA ROSTO BARRA JACQUARD SOLINE;700188-TOALHA ROSTO BARRA JACQUARD SOLINE
700189;TOALHA BANHO BARRA JACQUARD PIENZA;700189-TOALHA BANHO BARRA JACQUARD PIENZA
700190;TOALHA ROSTO BARRA JACQUARD PIENZA;700190-TOALHA ROSTO BARRA JACQUARD PIENZA
700191;FRONHA COLOR ART 50 cm X 70 cm;700191-FRONHA COLOR ART 50 cm X 70 cm
700192;TOALHA BANHO BARRA JACQUARD PIENZA;700192-TOALHA BANHO BARRA JACQUARD PIENZA
700193;TOALHA ROSTO BARRA JACQUARD PIENZA;700193-TOALHA ROSTO BARRA JACQUARD PIENZA
700194;TOALHA BANHO BARRA JACQUARD SOLINE;700194-TOALHA BANHO BARRA JACQUARD SOLINE
700195;TOALHA ROSTO BARRA JACQUARD SOLINE;700195-TOALHA ROSTO BARRA JACQUARD SOLINE
700196;TOALHA BANHO JACQUARD ATHINA;700196-TOALHA BANHO JACQUARD ATHINA
700197;TOALHA ROSTO JACQUARD  ATHINA;700197-TOALHA ROSTO JACQUARD  ATHINA
700198;TOALHA BANHO JACQUARD MEDALH�O;700198-TOALHA BANHO JACQUARD MEDALH�O
700199;TOALHA ROSTO JACQUARD MEDALH�O;700199-TOALHA ROSTO JACQUARD MEDALH�O
700200;TOALHA BANHO BARRA JACQUARD BRENT;700200-TOALHA BANHO BARRA JACQUARD BRENT
700201;TOALHA ROSTO BARRA JACQUARD BRENT;700201-TOALHA ROSTO BARRA JACQUARD BRENT
700202;TAPETE LISBOA;700202-TAPETE LISBOA
700203;TAPETE BERLIM ;700203-TAPETE BERLIM 
700204;TAPETE GENOVA 1.40M x 2.00M;700204-TAPETE GENOVA 1.40M x 2.00M
700211;TAPETE MOSCOU 200 X 50 CM                                        ;700211-TAPETE MOSCOU 200 X 50 CM                                        
700212;TAPETE MOSCOU 70 X 50 CM                                         ;700212-TAPETE MOSCOU 70 X 50 CM                                         
700213;TAPETE MOSCOU 60 X 50 CM                                         ;700213-TAPETE MOSCOU 60 X 50 CM                                         
700214;TOCA REF 1;700214-TOCA REF 1
700215;CAMA REF 2;700215-CAMA REF 2
700216;CAMA REF3+6;700216-CAMA REF3+6
700217;CAMA REF4;700217-CAMA REF4
700218;CAMA REF5;700218-CAMA REF5
700219;LINEN LOOK GALAXY 1.42M;700219-LINEN LOOK GALAXY 1.42M
700220;LINEN LOOK HAVANA 1.42M;700220-LINEN LOOK HAVANA 1.42M
700221;LINEN LOOK SAIL 1.42M;700221-LINEN LOOK SAIL 1.42M
700222;LINEN LOOK WIND 1.42M;700222-LINEN LOOK WIND 1.42M
700223;COLCHA MILAO COLOR ART LISA;700223-COLCHA MILAO COLOR ART LISA
700224;STEIN - 3115 1.42M;700224-STEIN - 3115 1.42M
700225;LONG FUR;700225-LONG FUR
700227;MAQUINA ALIMENTADORA MODELO 790;700227-MAQUINA ALIMENTADORA MODELO 790
700228;MAQUINA SEPARADORA DE FIBRAS;700228-MAQUINA SEPARADORA DE FIBRAS
700229;JOGO  DE BANHEIRO CARICIA 2 PECAS;700229-JOGO  DE BANHEIRO CARICIA 2 PECAS
700230;JOGO  DE BANHEIRO CARICIA 3 PECAS;700230-JOGO  DE BANHEIRO CARICIA 3 PECAS
700232;JOGO DE CAMA COLOR ART - ALT 20 CM;700232-JOGO DE CAMA COLOR ART - ALT 20 CM
700233;JOGO DE CAMA COLOR ART - ALT 30 CM;700233-JOGO DE CAMA COLOR ART - ALT 30 CM
700234;CAPA DE ALMOFADA COLOR ART;700234-CAPA DE ALMOFADA COLOR ART
700235;COLCHA AVILA COLOR ART;700235-COLCHA AVILA COLOR ART
700236;COBERTOR RASCHEL;700236-COBERTOR RASCHEL
700237;COLCHA AVILA COLOR ART;700237-COLCHA AVILA COLOR ART
700238;JOGO DE CAMA ATTUALE 150 FIOS;700238-JOGO DE CAMA ATTUALE 150 FIOS
700239;JOGO DE CAMA ATTUALE DUE 150 FIOS;700239-JOGO DE CAMA ATTUALE DUE 150 FIOS
700240;EDREDOM COLOR ART 150 FIOS;700240-EDREDOM COLOR ART 150 FIOS
700241;CAMA REF6;700241-CAMA REF6
700242;TOALHA BANHO JACQUARD ATHINA;700242-TOALHA BANHO JACQUARD ATHINA
700243;TOALHA ROSTO JACQUARD  ATHINA;700243-TOALHA ROSTO JACQUARD  ATHINA
700244;TOALHA BANHO JACQUARD MEDALH�O;700244-TOALHA BANHO JACQUARD MEDALH�O
700245;TOALHA ROSTO JACQUARD MEDALH�O;700245-TOALHA ROSTO JACQUARD MEDALH�O
700246;TOALHA BANHO BARRA JACQUARD BRENT;700246-TOALHA BANHO BARRA JACQUARD BRENT
700247;TOALHA ROSTO BARRA JACQUARD BRENT;700247-TOALHA ROSTO BARRA JACQUARD BRENT
700248;TOALHA BANHO BARRA JACQUARD PIENZA;700248-TOALHA BANHO BARRA JACQUARD PIENZA
700249;TOALHA ROSTO BARRA JACQUARD PIENZA;700249-TOALHA ROSTO BARRA JACQUARD PIENZA
700250;TOALHA BANHO BARRA JACQUARD SOLINE;700250-TOALHA BANHO BARRA JACQUARD SOLINE
700251;TOALHA ROSTO BARRA JACQUARD SOLINE;700251-TOALHA ROSTO BARRA JACQUARD SOLINE
700252;TAPETE ATENAS 0.60M X 1.00M;700252-TAPETE ATENAS 0.60M X 1.00M
700253;TAPETE ATENAS 0.60M X 2.00M;700253-TAPETE ATENAS 0.60M X 2.00M
700254;TAPETE MONACO 0.60M X 1.00M;700254-TAPETE MONACO 0.60M X 1.00M
700255;TAPETE MONACO 0.60M X 2.00M;700255-TAPETE MONACO 0.60M X 2.00M
700259;BOOK LIDER;700259-BOOK LIDER
700260;BOOK NOVOPLASTICOS;700260-BOOK NOVOPLASTICOS
700261;BOOK 1 CORTTEX;700261-BOOK 1 CORTTEX
700262;BOOK GARMATTOS;700262-BOOK GARMATTOS
700263;BOOK 2 CORTTEX;700263-BOOK 2 CORTTEX
700265;BOOK PRIMA;700265-BOOK PRIMA
700266;MANTA HOME DESIGN LISA;700266-MANTA HOME DESIGN LISA
700267;TOALHA BANHO JACQUARD CHEVRON;700267-TOALHA BANHO JACQUARD CHEVRON
700268;TOALHA ROSTO JACQUARD CHEVRON;700268-TOALHA ROSTO JACQUARD CHEVRON
700269;MANTA BEBE CELTA LISA 70 cm X 1,00 m                             ;700269-MANTA BEBE CELTA LISA 70 cm X 1,00 m                             
700270;MANTA BEBE CELTA ESTAMPADA 70 cm X 1,00 m                        ;700270-MANTA BEBE CELTA ESTAMPADA 70 cm X 1,00 m                        
700271;MANTA BERCO CELTA LISA 90 cm X 1,00 m                            ;700271-MANTA BERCO CELTA LISA 90 cm X 1,00 m                            
700272;MANTA BERCO CELTA ESTAMPADA;700272-MANTA BERCO CELTA ESTAMPADA
700273;MANTA BERCO HOME DESING LISA 90 cm X 1,00 m                      ;700273-MANTA BERCO HOME DESING LISA 90 cm X 1,00 m                      
700274;MANTA BEBE HOME DESIGN LISA 70 cm X 1,00 m                       ;700274-MANTA BEBE HOME DESIGN LISA 70 cm X 1,00 m                       
700277;EDREDOM COLOR ART 150 FIOS E;700277-EDREDOM COLOR ART 150 FIOS E
700278;STEIN - 3110 1.42M;700278-STEIN - 3110 1.42M
700280;STEIN - 3015 1.42M;700280-STEIN - 3015 1.42M
700283;STEIN - 3010 1.42M;700283-STEIN - 3010 1.42M
700284;STEIN - 3035 1.42M;700284-STEIN - 3035 1.42M
700286;TAPETE BELLUNO;700286-TAPETE BELLUNO
700287;TAPETE DUBAI;700287-TAPETE DUBAI
700288;TAPETE DUBAI;700288-TAPETE DUBAI
700291;COBERTOR RASCHEL LISO;700291-COBERTOR RASCHEL LISO
700292;COBERTOR DIAMOND LISO-CINTA;700292-COBERTOR DIAMOND LISO-CINTA
700293;COBERTOR BOREAL LISO-CINTA;700293-COBERTOR BOREAL LISO-CINTA
700294;JOGO DE CAMA COLOR ART 170 FIOS;700294-JOGO DE CAMA COLOR ART 170 FIOS
700295;JOGO DE CAMA HOME DESIGN PERCAL 180 FIOS;700295-JOGO DE CAMA HOME DESIGN PERCAL 180 FIOS
700296;BOOK TKW;700296-BOOK TKW
700297;COBERTOR BEBE AUSTRIA;700297-COBERTOR BEBE AUSTRIA
700298;COBERTOR BERCO AUSTRIA 90 cm X 1,00 m                            ;700298-COBERTOR BERCO AUSTRIA 90 cm X 1,00 m                            
700299;COBERTOR BERCO AUSTRIA LISO 90 cm X 1,00 m                       ;700299-COBERTOR BERCO AUSTRIA LISO 90 cm X 1,00 m                       
700300;COBERTOR BEBE AUSTRIA LISO;700300-COBERTOR BEBE AUSTRIA LISO
700301;FRONHA ATTUALE DUE 150 FIOS CORTTEX;700301-FRONHA ATTUALE DUE 150 FIOS CORTTEX
700302;FRONHA ATTUALE 150 FIOS  CORTTEX;700302-FRONHA ATTUALE 150 FIOS  CORTTEX
700303;BOOK LJ DIST;700303-BOOK LJ DIST
700304;BOOK RONALDO;700304-BOOK RONALDO
700305;CAPA DE SOFA;700305-CAPA DE SOFA
700306;BOOK PAULO VICTOR;700306-BOOK PAULO VICTOR
700307;FRONHA COLOR ART;700307-FRONHA COLOR ART
700308;JOGO DE CAMA MICROTEC 180 FIOS;700308-JOGO DE CAMA MICROTEC 180 FIOS
700309;BOOK BETO;700309-BOOK BETO
700310;BOOK LORD;700310-BOOK LORD
700311; JOGO DE CAMA COLOR ART 3 PECAS - ALT 20 CM CORTTEX;700311- JOGO DE CAMA COLOR ART 3 PECAS - ALT 20 CM CORTTEX
700312; JOGO DE CAMA COLOR ART 3 PECAS - ALT 30 CM CORTTEX;700312- JOGO DE CAMA COLOR ART 3 PECAS - ALT 30 CM CORTTEX
700313;COBERTOR DIAMOND LISO;700313-COBERTOR DIAMOND LISO
700314;COBERTOR BOREAL LISO;700314-COBERTOR BOREAL LISO
700315;BOOK GS;700315-BOOK GS
700316;BOOK DOIS ANJOS;700316-BOOK DOIS ANJOS
700319;COLCHA AVILA LISA COLOR ART  CORTTEX;700319-COLCHA AVILA LISA COLOR ART  CORTTEX
700320;BOOK DECORLAR;700320-BOOK DECORLAR
700321;TAPETE WELCOME;700321-TAPETE WELCOME
700323;COBERTOR BEBE DIAMOND;700323-COBERTOR BEBE DIAMOND
700325;COBERTOR BERCO DIAMOND;700325-COBERTOR BERCO DIAMOND
700326;COBERTOR BERCO BOREAL;700326-COBERTOR BERCO BOREAL
700328;BOOK VERA LUCIA;700328-BOOK VERA LUCIA
700329;TAPETE SPA;700329-TAPETE SPA
700331;COLCHA BOUTIS ATTUALE;700331-COLCHA BOUTIS ATTUALE
700332;BOOK DOIS ANJOS - DECORACAO;700332-BOOK DOIS ANJOS - DECORACAO
700333;BOOK GLORIA;700333-BOOK GLORIA
700334;BOOK COPLASTEC;700334-BOOK COPLASTEC
700335;BOOK CASA DAS NAPAS;700335-BOOK CASA DAS NAPAS
700336;COBERTOR HOME DESIGN LUSTER;700336-COBERTOR HOME DESIGN LUSTER
700337;MANTA CORTTEX HOME DESIGN ALASKA  CORTTEX;700337-MANTA CORTTEX HOME DESIGN ALASKA  CORTTEX
700338;JOGO DE CAMA ESSENCIALE CORTTEX;700338-JOGO DE CAMA ESSENCIALE CORTTEX
700339;COBERTOR CORTTEX FLANNEL LUMINI CORTTEX;700339-COBERTOR CORTTEX FLANNEL LUMINI CORTTEX
700340;COLCHA SIENA  ATTUALE ;700340-COLCHA SIENA  ATTUALE 
700341;COLCHA SIENA ATTUALE ;700341-COLCHA SIENA ATTUALE 
700342;COBERTOR BEBE RASCHEL CORTTEX;700342-COBERTOR BEBE RASCHEL CORTTEX
700343;COBERTOR BERCO RASCHEL CORTTEX;700343-COBERTOR BERCO RASCHEL CORTTEX
700345;ROUPAO HOME DESIGN LUSTER CORTTEX;700345-ROUPAO HOME DESIGN LUSTER CORTTEX
700346;PASSADEIRA CORTTEX DALLAS;700346-PASSADEIRA CORTTEX DALLAS
700347;JOGO DE BANHEIRO DALLAS 2 PE�AS;700347-JOGO DE BANHEIRO DALLAS 2 PE�AS
700348;TAPETE VICTORIA RETANGULAR;700348-TAPETE VICTORIA RETANGULAR
700349;COLCHA MILAO COLOR ART LISA;700349-COLCHA MILAO COLOR ART LISA
700350;TOALHA DE BANHO LISA CORTTEX;700350-TOALHA DE BANHO LISA CORTTEX
700351;TOALHA DE BANHO JACQUARD ISTAMBUL CORTTEX;700351-TOALHA DE BANHO JACQUARD ISTAMBUL CORTTEX
700352;TOALHA DE BANHO MAQUINETADA CORTTEX;700352-TOALHA DE BANHO MAQUINETADA CORTTEX
700357;COLCHA AVILA COLOR ART LISA CORTTEX;700357-COLCHA AVILA COLOR ART LISA CORTTEX
700358;COLCHA AVILA COLOR ART CORTTEX;700358-COLCHA AVILA COLOR ART CORTTEX
700359;FRONHA MICROTEC 180 FIOS CORTTEX;700359-FRONHA MICROTEC 180 FIOS CORTTEX
700360;FRONHA ATTUALE 150 FIOS CORTTEX;700360-FRONHA ATTUALE 150 FIOS CORTTEX
700361;FRONHA ATTUALE DUE 150 FIOS CORTTEX;700361-FRONHA ATTUALE DUE 150 FIOS CORTTEX
700363;JOGO DE CAMA MICROTEC 200 FIOS CORTTEX;700363-JOGO DE CAMA MICROTEC 200 FIOS CORTTEX
700364;LENCOL ATTUALE 150 FIOS CORTTEX;700364-LENCOL ATTUALE 150 FIOS CORTTEX
700365;LENCOL COLOR ART - ALT 20 CM CORTTEX;700365-LENCOL COLOR ART - ALT 20 CM CORTTEX
700366;LENCOL COLOR ART - ALT 30 CM CORTTEX;700366-LENCOL COLOR ART - ALT 30 CM CORTTEX
700367;LENCOL MICROTEC 200 FIOS CORTTEX;700367-LENCOL MICROTEC 200 FIOS CORTTEX
700368;LENCOL ATTUALE DUE 150 FIOS CORTTEX;700368-LENCOL ATTUALE DUE 150 FIOS CORTTEX
700369;LENCOL HOME DESIGN PERCAL 180 FIOS CORTTEX;700369-LENCOL HOME DESIGN PERCAL 180 FIOS CORTTEX
700370;BOOK GOLD;700370-BOOK GOLD
700371;TOALHA BANHAO JACQUARD MEDALH�O CORTTEX;700371-TOALHA BANHAO JACQUARD MEDALH�O CORTTEX
700372;TOALHA BANHAO JACQUARD CHEVRON CORTTEX;700372-TOALHA BANHAO JACQUARD CHEVRON CORTTEX
700373;KIT COZINHA GOURMET 2 PE�AS CORTTEX;700373-KIT COZINHA GOURMET 2 PE�AS CORTTEX
700374;CARTELA DE AMOSTRA MEDIA - 1098                                  ;700374-CARTELA DE AMOSTRA MEDIA - 1098                                  
700375;CARTELA DE AMOSTRA MEDIA - 1157                                  ;700375-CARTELA DE AMOSTRA MEDIA - 1157                                  
700376;CARTELA DE AMOSTRA MEDIA - 1158                                  ;700376-CARTELA DE AMOSTRA MEDIA - 1158                                  
700377;CARTELA DE AMOSTRA MEDIA - 1546                                  ;700377-CARTELA DE AMOSTRA MEDIA - 1546                                  
700378;CARTELA DE AMOSTRA MEDIA - 1547                                  ;700378-CARTELA DE AMOSTRA MEDIA - 1547                                  
700379;CARTELA DE AMOSTRA MEDIA - 1611                                  ;700379-CARTELA DE AMOSTRA MEDIA - 1611                                  
700380;CARTELA DE AMOSTRA MEDIA - 1648                                  ;700380-CARTELA DE AMOSTRA MEDIA - 1648                                  
700381;CARTELA DE AMOSTRA MEDIA - 1662                                  ;700381-CARTELA DE AMOSTRA MEDIA - 1662                                  
700382;CARTELA DE AMOSTRA MEDIA - 1778                                  ;700382-CARTELA DE AMOSTRA MEDIA - 1778                                  
700383;CARTELA DE AMOSTRA MEDIA - 2545                                  ;700383-CARTELA DE AMOSTRA MEDIA - 2545                                  
700384;CARTELA DE AMOSTRA MEDIA - 2546                                  ;700384-CARTELA DE AMOSTRA MEDIA - 2546                                  
700385;CARTELA DE AMOSTRA MEDIA - 2619                                  ;700385-CARTELA DE AMOSTRA MEDIA - 2619                                  
700386;CARTELA DE AMOSTRA MEDIA - 2635                                  ;700386-CARTELA DE AMOSTRA MEDIA - 2635                                  
700387;CARTELA DE AMOSTRA MEDIA - 2642                                  ;700387-CARTELA DE AMOSTRA MEDIA - 2642                                  
700388;CARTELA DE AMOSTRA MEDIA - 2643                                  ;700388-CARTELA DE AMOSTRA MEDIA - 2643                                  
700389;CARTELA DE AMOSTRA MEDIA - 2657                                  ;700389-CARTELA DE AMOSTRA MEDIA - 2657                                  
700390;CARTELA DE AMOSTRA MEDIA - 2661                                  ;700390-CARTELA DE AMOSTRA MEDIA - 2661                                  
700391;CARTELA DE AMOSTRA MEDIA - 2664                                  ;700391-CARTELA DE AMOSTRA MEDIA - 2664                                  
700392;CARTELA DE AMOSTRA MEDIA - 2665                                  ;700392-CARTELA DE AMOSTRA MEDIA - 2665                                  
700393;CARTELA DE AMOSTRA MEDIA - 2684                                  ;700393-CARTELA DE AMOSTRA MEDIA - 2684                                  
700394;CARTELA DE AMOSTRA MEDIA - 2687                                  ;700394-CARTELA DE AMOSTRA MEDIA - 2687                                  
700395;CARTELA DE AMOSTRA MEDIA - 2697                                  ;700395-CARTELA DE AMOSTRA MEDIA - 2697                                  
700396;CARTELA DE AMOSTRA MEDIA - 2699                                  ;700396-CARTELA DE AMOSTRA MEDIA - 2699                                  
700397;CARTELA DE AMOSTRA MEDIA - 2701                                  ;700397-CARTELA DE AMOSTRA MEDIA - 2701                                  
700398;CARTELA DE AMOSTRA MEDIA - 2703                                  ;700398-CARTELA DE AMOSTRA MEDIA - 2703                                  
700399;CARTELA DE AMOSTRA MEDIA - 2708                                  ;700399-CARTELA DE AMOSTRA MEDIA - 2708                                  
700400;CARTELA DE AMOSTRA MEDIA - 2710                                  ;700400-CARTELA DE AMOSTRA MEDIA - 2710                                  
